Fonts & Materials/ARIAL SDF	
Junior IT Support Technicians	
Junior SDET	
Lead Interactive Designer	
Legal	
Legal & Licensing Co-ordinator	
Legal Counsel	
Legal Executive	
Legal & Licensing Co-ordinator	
Licensing Co-ordinator	
Linux Live Operations Engineer	
Live Operations Monitoring Engineer	
Live Operations Monitoring Engineers	
Live Operations Monitoring Lead	
Localisation Engineer	
Localisation Manager	
Localisation Project Manager	
Localisation QA Lead	
Localisation QA Senior Tester	
Localisation QA Senior Testers	
Localisation QA Supervisor	
Localisation QA Team Lead	
Localisation QA Testers	
Management Accountant	
Marketing Assistant	
Marketing Director	
Marketing Manager	
"Marketing, PR and Comms"	
"SVP of Strategy, Development Services \n& Brand Licensing, Consumer Research"	
Mastering & Build Engineer	
Mastering & Equipment Manager	
Mastering & Build Engineer	
Mastering & Equipment Manager	
Network and Security Manager	
Network and Security Technician	
Network and Security Technicians	
Office Dog	
Online	
Online Services Developer	
Operations	
Operations Co-ordinator	
Oracle Applications Support	
Oracle Finance Applications Support	
Supporting Pets	
PR Manager	
"PR Manager, Americas"	
"PR Manager, Japanese IP"	
Payroll & Benefits Manager	
Payroll & Benefits Manager	
Process & TCM Manager	
Process & TCM Manager	
Product Development	
Product Development Manager	
Product Launch Administrator	
Product Launch Assistant	
Product Launch Manager	
Product Launch Supervisor	
Product Manager	
Product Marketing & PR Assistant	
"Product Marketing & PR Assistant, Japanese IP"	
"Product Marketing Manager, Japanese IP"	
Product Marketing & PR Assistant	
Production Manager	
Project Lead	
Project Manager	
Published By	
Publishing Project Manager	
Receptionist 	
Research Assistant	
Research Executive	
Research Manager	
Resource Manager	
Retail Licensing Manager	
SEGA HARDlight	
"SVP, Business Planning"	
"SVP, Business Planning"	
"SVP, Commercial Publishing"	
Searchlight	
Brand and Community Team	
Senior Business Analyst	
Senior Business Manager	
Senior Business Planning Analyst	
Senior Content Manager	
Senior HR Manager	
Senior Legal Counsel	
Senior Licensing Manager	
"Senior Marketing Manager, Americas"	
"Senior Operations Manager, Japanese IP"	
Senior Producer	
Senior Product Launch Manager	
Senior Product Manager	
Senior SDET	
Senior Systems Infrastructure Analyst	
Senior Video Suite Editor	
Senior Web Designer	
Special Thanks	
Steam Marketing Co-ordinator	
Submission Manager	
Support	
Talent Acquistion & Engagement Manager	
Talent & Engagement Manager	
Technical Business Analyst	
Technical Director	
Testology QA Academy	
Thanks for playing!	
Training and Recruitment Supervisor	
"VP, Digital Business"	
"VP, Digital Business"	
"VP, HR"	
VP of Production and Development Services	
Video Suite Assistant	
Video Suite Editor	
Video Suite Manager	
Voice of the Two Point Radio DJs	
Web & Analytics Producer	
Web Developer	
"Welcome to another beautiful day in Two Point County. If you find yourself in Lower Bullocks this morning, don't forget it's 'Hug-a-Hog' day down at Merrydung Farm-"	
"?릛hich is why the human species is doomed. Meanwhile, fresh snow has fallen on the Pointy Mountains. Not so great news for researchers at the medical campus, whose lab equipment has frozen again??"	
"?릘hey might count themselves lucky they're not employed at the Melt Downs, where a small industrial incident has taken local temperatures to record highs??"	
"?륲weaty Palms recorded its fifth earthquake of the year, would you believe it? Apparently, the shocks were felt all the way in Grockle Bay Zoo, but it's said the animals are doing just fine??"	
"?릘he Croquembouche stock market showed corporate giants Jumbo still leading the way, despite stiff competition from its rivals. Well, their company motto is ""crush all opposition"", after all??"	
"?릗o we turn our attention to Hogsport, where we have just learned that our esteemed Health and Safety inspector, Henry Jobsworth, has approved the opening of a new hospital. We shall follow its progress with interest??and do to remember to listen to Two Point Radio for all the latest County news."	
Blueberry Longhorn	
Book Smell	
Boys On Krill	
Chicken Butter	
Cuticle Karate	
Easily Easely	
Egg and Terracotta Soldiers	
Flemington La	
Gibbon Moon	
Having It Large	
J-U-L-I-A	
Jam Then Scream	
Jasmine Odyssey	
Jorge & The Deuce	
Lindy-Sue and The Staircase Gang	
Not My Cousin	
One That Swings Away	
Pi챰a Collider	
Postal Ceviche	
Project Vineyard	
Puffin Pot	
Speaking Faces	
Starfish & Luna Tuna	
Steam Trout	
The Stud Muffins	
Two with Mustard	
Uncle Monk Funkle	
Victoria Sponge-Muffin	
What? Where?	
Astro Jam	
Aurora the Explorer	
Bassinets	
Big Foot's Commute	
Coastal Canopy	
Come on Over	
Django in the Jungle	
Fireside Fling	
Fish Whispers	
Frosty Bells	
Gomer	
Astro Fang	
Aurora The Horror	
Midnight Wolf	
Remedy Thrill	
Spookinets	
Spooky Hut Party	
The Bogey Man	
WetPumpkin	
Witch Ward	
Jingle Fever	
Miami Swing	
Midnight Blue	
Needle in the Hay	
Nice Smelling Face	
Night Ward	
On Call	
Recover & Regain	
Remedy Hill	
Route 69	
Samba de Medicana	
Stethoscopes and Kaleidoscopes	
Sundries	
The Gamble Man	
The Last Dose	
The Urban Electric	
The Waiting Room	
Tiki Hut Party	
Water Wednesdays	
Wet Laundry	
"We're celebrating the cold weather by giving all of you, yes even you, some new, wintery items. Find them in the ""Special"" item filter."	
Jolly Goodness	
Continue	
Albert Crank's Tips	
"Give your next hospital the icy charm of an art gallery with items like the Armless Statue, Rocket Pig and Floppy Clock!"	
Exhibition Item Pack	
"As always, the latest featured item is our favourite yet. Design your own items and share them on Workshop, and maybe, one day, you'll be featured too."	
Featured Workshop Item	
Hospital Pass	
"Enjoy all the items from the first three Global Superbug Projects, and decorate your toilet (not like that) with the Golden Toilet Suite."	
Superbug Items: Season One	
"Sign up for Hospital Pass to receive the latest news about Two Point Hospital, the Golden Toilet Suite and all the items from the first three Global Superbug Projects."	
"We're proud to be a part of the Yogscast Jingle Jam 2019. Click here to see more, support a great cause - with 100% of proceeds going to charity - and get a load of games and other fun stuff, including our ""Jingle Jimjams"" Staff Customisation option."	
Jingle Jam	
"See in the Year of the Rat with our items for the Lunar New Year. They're releasing over a week, so check back to see what's new in the ""Special"" item filter."	
Year of the Rat	
"You can now personalise your music preferences, turn on and off different tracks, and even upload and share your own music, all in the Audio section of the Settings menu."	
Radio Customisation	
Start New Game	
Quit	
"Play challenging hypothetical scenarios in the prototype of Bungle's hospital simulation software. Rendered Environments of Medical Intrigue (X) will be used to train administrators, but first they need someone (that's you) to test it out."	
